,unidad_academica,nro_inscripcion,carrera,regular,cnt_readmisiones,calidad,fecha_ingreso_alumno,anio_plan_estudios
934,FCEQN,FCEQN-5920,104,N,1,P,03/30/2011,2011.0
935,FCEQN,FCEQN-5922,SAC,S,0,A,04/24/2004,
936,FCEQN,FCEQN-5924,SAC,N,0.0,A,02/06/2013,2012.0
937,FCEQN,FCEQN-5925,147,S,2.0,A,12/12/2007,2011.0
938,FCEQN,FCEQN-5926,SAC,S,1.0,A,03/23/2014,2008.0
939,FCEQN,FCEQN-5927,600,N,0.0,P,05/18/2009,2009.0
940,FCEQN,FCEQN-5928,108,N,1.0,P,02/07/2011,2011.0
941,FCEQN,FCEQN-5929,111,S,1.0,A,02/18/2015,2007.0
942,FCEQN,FCEQN-5931,,N,2.0,P,02/18/2015,2008.0
943,FCEQN,FCEQN-5932,102,S,1.0,P,03/20/2013,2014.0
944,FCEQN,FCEQN-5934,,N,0.0,P,04/05/2010,2006.0
945,FCEQN,FCEQN-5935,,S,1.0,A,04/17/2011,2000.0
946,FCEQN,FCEQN-5937,172,N,1,P,04/15/2015,2004.0
947,FCEQN,FCEQN-5938,600,S,0.0,A,12/12/2012,2008.0
948,FCEQN,FCEQN-5939,114,N,2.0,P,02/07/2011,2005.0
949,FCEQN,FCEQN-5942,103,S,1.0,A,04/26/2014,2000.0
950,FCEQN,FCEQN-5943,108,S,2.0,A,12/05/2009,2005.0
951,FCEQN,FCEQN-5947,104,S,1.0,A,03/03/2014,2012.0
952,FCEQN,FCEQN-5948,105,N,1.0,A,04/17/2011,2010.0
953,FCEQN,FCEQN-5950,170,N,2.0,A,11/30/2010,2011.0
954,FCEQN,FCEQN-5951,104,N,0.0,A,12/05/2012,2006.0
955,FCEQN,FCEQN-5952,104,N,1,P,04/24/2013,2007.0
956,FCEQN,FCEQN-5953,101,S,2.0,A,02/27/2012,2005.0
957,FCEQN,FCEQN-5954,102,S,2.0,A,12/22/2012,2007.0
958,FCEQN,FCEQN-5955,601,S,1.0,A,02/12/2014,2009.0
959,FCEQN,FCEQN-5957,172,N,1.0,P,12/13/2014,2008.0
960,FCEQN,FCEQN-5959,111,N,1,P,06/07/2011,
961,FCEQN,FCEQN-5960,170,N,0.0,P,04/21/2012,2009.0
962,FCEQN,FCEQN-5961,172,S,0.0,P,12/18/2007,2007.0
963,FCEQN,FCEQN-5962,105,N,1,P,02/25/2014,2005.0
964,FCEQN,FCEQN-5964,103,S,2,P,04/10/2012,2014.0
965,FCEQN,FCEQN-5965,103,S,2.0,A,12/27/2011,2012.0
966,FCEQN,FCEQN-5966,104,S,1,P,04/06/2015,2011.0
967,FCEQN,FCEQN-5968,SAC,S,0.0,P,02/05/2006,2004.0
968,FCEQN,FCEQN-5970,101,S,2.0,A,03/09/2011,2000.0
969,FCEQN,FCEQN-5971,SAC,N,2.0,P,04/01/2015,2011.0
970,FCEQN,FCEQN-5974,101,N,0.0,A,05/11/2011,2009.0
971,FCEQN,FCEQN-5975,SAC,S,1.0,A,12/19/2011,2005.0
972,FCEQN,FCEQN-5976,172,S,1.0,P,02/12/2012,2005.0
973,FCEQN,FCEQN-5977,SAC,S,2,P,12/07/2014,2004.0
974,FCEQN,FCEQN-5978,,N,0,A,03/28/2015,2009.0
975,FCEQN,FCEQN-5979,143,S,0,A,06/06/2015,2010.0
976,FCEQN,FCEQN-5980,114,S,1.0,A,04/08/2009,2000.0
977,FCEQN,FCEQN-5981,101,N,1,P,12/03/2013,2012.0
978,FCEQN,FCEQN-5988,106,S,2.0,P,03/10/2015,
979,FCEQN,FCEQN-5989,600,S,2.0,P,02/03/2015,2008.0
980,FCEQN,FCEQN-5990,600,S,0.0,A,10/29/2014,2000.0
981,FCEQN,FCEQN-5992,104,S,1.0,P,03/01/2011,
982,FCEQN,FCEQN-5997,104,S,1.0,P,04/17/2012,2010.0
983,FCEQN,FCEQN-6001,101,S,1.0,A,03/16/2015,2005.0
984,FCEQN,FCEQN-6002,600,S,0.0,P,05/14/2011,2005.0
985,FCEQN,FCEQN-6003,105,S,0.0,P,04/10/2011,2006.0
986,FCEQN,FCEQN-6007,111,S,2.0,P,12/06/2011,2009.0
987,FCEQN,FCEQN-6008,103,N,0.0,P,03/11/2012,2004.0
988,FCEQN,FCEQN-6009,172,N,1.0,P,12/12/2007,2014.0
989,FCEQN,FCEQN-6010,101,N,0.0,A,03/08/2014,2011.0
990,FCEQN,FCEQN-6011,600,N,1.0,P,04/15/2013,
991,FCEQN,FCEQN-6012,170,N,0,A,12/03/2012,2004.0
992,FCEQN,FCEQN-6013,143,N,0.0,P,01/30/2012,2008.0
993,FCEQN,FCEQN-6014,104,N,2,P,11/24/2012,2003.0
994,FCEQN,FCEQN-6015,147,S,1.0,P,04/05/2009,
995,FCEQN,FCEQN-6016,102,S,1.0,P,04/05/2015,2000.0
996,FCEQN,FCEQN-6017,172,N,1,P,02/05/2012,2000.0
997,FCEQN,FCEQN-6018,314,N,1.0,P,12/04/2013,2003.0
998,FCEQN,FCEQN-6019,147,N,1,P,04/28/2010,2007.0
999,FCEQN,FCEQN-6020,600,S,1.0,A,12/28/2010,2007.0
1000,FCEQN,FCEQN-6024,106,S,1.0,A,12/01/2013,2010.0
1001,FCEQN,FCEQN-6026,111,N,1.0,P,05/15/2010,2005.0
1002,FCEQN,FCEQN-6027,143,S,0.0,P,02/28/2012,2003.0
1003,FCEQN,FCEQN-6028,SAC,S,0.0,A,05/02/2012,2003.0
1004,FCEQN,FCEQN-6030,172,N,2,P,04/17/2011,2009.0
1005,FCEQN,FCEQN-6031,143,N,1.0,A,12/11/2013,2014.0
1006,FCEQN,FCEQN-6032,104,S,2,P,12/17/2014,2005.0
1007,FCEQN,FCEQN-6033,147,S,1.0,P,03/28/2015,2008.0
1008,FCEQN,FCEQN-6035,106,S,1.0,P,02/05/2013,2006.0
1009,FCEQN,FCEQN-6036,106,N,0.0,A,12/15/2014,2009.0
1010,FCEQN,FCEQN-6037,SAC,S,1.0,A,03/05/2012,2010.0
1011,FCEQN,FCEQN-6038,101,S,1,P,02/05/2012,2008.0
1012,FCEQN,FCEQN-6039,104,N,0.0,P,03/04/2012,2008.0
1013,FCEQN,FCEQN-6040,111,S,0.0,A,12/17/2005,2004.0
1014,FCEQN,FCEQN-6041,,S,1,P,02/07/2011,2000.0
1015,FCEQN,FCEQN-6042,147,N,1.0,P,02/19/2014,2000.0
1016,FCEQN,FCEQN-6044,114,S,1,P,04/28/2014,
1017,FCEQN,FCEQN-6045,,S,1.0,A,02/25/2014,2006.0
1018,FCEQN,FCEQN-6046,601,S,2.0,P,12/17/2012,
1019,FCEQN,FCEQN-6048,,N,2,P,05/14/2005,2007.0
1020,FCEQN,FCEQN-6049,600,N,1.0,P,08/16/2006,2006.0
1021,FCEQN,FCEQN-6050,SAC,S,0.0,A,03/15/2014,2006.0
1022,FCEQN,FCEQN-6052,143,S,1.0,A,12/27/2014,2010.0
1023,FCEQN,FCEQN-6053,106,S,0.0,P,03/06/2011,2000.0
1024,FCEQN,FCEQN-6055,143,S,0.0,P,04/06/2014,2012.0
1025,FCEQN,FCEQN-6056,,S,1.0,P,12/06/2010,2004.0
1026,FCEQN,FCEQN-6058,143,S,0.0,A,02/10/2015,2012.0
1027,FCEQN,FCEQN-6059,111,S,0.0,P,12/17/2005,2005.0
1028,FCEQN,FCEQN-6062,,S,0.0,P,10/29/2014,2009.0
1029,FCEQN,FCEQN-6063,172,N,1.0,A,12/12/2011,2011.0
1030,FCEQN,FCEQN-6064,106,N,1.0,P,02/10/2015,2014.0
1031,FCEQN,FCEQN-6065,601,N,1.0,P,04/28/2010,2004.0
1032,FCEQN,FCEQN-6067,143,S,0,A,04/25/2011,2010.0
1033,FCEQN,FCEQN-6068,101,N,1.0,P,04/19/2010,2014.0
1034,FCEQN,FCEQN-6069,170,S,0.0,A,12/26/2010,2003.0
1035,FCEQN,FCEQN-6070,104,S,0.0,A,02/13/2011,2009.0
1036,FCEQN,FCEQN-6073,105,S,0.0,P,08/23/2011,2000.0
1037,FCEQN,FCEQN-6075,102,S,2,P,04/25/2010,2006.0
1038,FCEQN,FCEQN-6076,105,S,2.0,P,01/29/2012,2012.0
1039,FCEQN,FCEQN-6077,106,N,0.0,A,08/31/2013,
1040,FCEQN,FCEQN-6078,101,N,0.0,P,11/29/2011,2011.0
1041,FCEQN,FCEQN-6079,103,S,0.0,A,03/23/2013,
1042,FCEQN,FCEQN-6080,,S,2.0,A,03/11/2015,2007.0
1043,FCEQN,FCEQN-6081,SAC,N,1.0,A,02/08/2012,2011.0
1044,FCEQN,FCEQN-6082,106,S,0.0,A,02/13/2013,2009.0
1045,FCEQN,FCEQN-6083,101,S,1.0,P,12/10/2007,2014.0
1046,FCEQN,FCEQN-6084,104,N,1.0,A,03/09/2011,2005.0
1047,FCEQN,FCEQN-6085,SAC,S,0,A,03/26/2012,2005.0
1048,FCEQN,FCEQN-6087,105,S,1.0,A,03/02/2014,2012.0
1049,FCEQN,FCEQN-6088,114,S,0.0,P,08/16/2006,2011.0
1050,FCEQN,FCEQN-6089,143,N,2.0,A,03/11/2013,2006.0
1051,FCEQN,FCEQN-6091,104,S,0.0,A,12/06/2014,
1052,FCEQN,FCEQN-6093,147,S,1.0,P,12/03/2013,2000.0
1053,FCEQN,FCEQN-6094,143,N,0.0,P,03/01/2000,2010.0
1054,FCEQN,FCEQN-6095,106,S,0,A,12/19/2011,2006.0
1055,FCEQN,FCEQN-6096,105,S,2.0,P,03/09/2011,2005.0
1056,FCEQN,FCEQN-6098,600,S,1.0,A,05/04/2015,2006.0
1057,FCEQN,FCEQN-6099,SAC,S,0.0,P,11/30/2013,2000.0
1058,FCEQN,FCEQN-6100,101,S,2.0,P,03/25/2013,2003.0
1059,FCEQN,FCEQN-6101,106,S,1,P,02/19/2003,2007.0
1060,FCEQN,FCEQN-6102,101,S,0.0,A,05/11/2005,2005.0
1061,FCEQN,FCEQN-6103,111,N,1,P,03/02/2014,2009.0
1062,FCEQN,FCEQN-6104,172,S,1.0,P,02/15/2011,2014.0
1063,FCEQN,FCEQN-6105,172,N,1.0,A,02/13/2012,2005.0
1064,FCEQN,FCEQN-6108,105,S,2.0,A,04/05/2010,2005.0
1065,FCEQN,FCEQN-6109,101,N,0.0,P,02/08/2012,2003.0
1066,FCEQN,FCEQN-6110,101,S,0.0,A,04/24/2013,2010.0
1067,FCEQN,FCEQN-6111,600,N,2.0,A,12/10/2007,2007.0
1068,FCEQN,FCEQN-6112,600,N,2.0,P,03/23/2013,2005.0
1069,FCEQN,FCEQN-6113,314,N,0.0,A,04/14/2012,2006.0
1070,FCEQN,FCEQN-6114,143,N,2,P,04/18/2012,
1071,FCEQN,FCEQN-6115,102,N,1.0,A,02/02/2015,2000.0
1072,FCEQN,FCEQN-6116,601,N,1.0,A,03/05/2012,2012.0
1073,FCEQN,FCEQN-6117,314,N,2.0,A,12/13/2014,2010.0
1074,FCEQN,FCEQN-6118,114,N,1,P,12/17/2013,2006.0
1075,FCEQN,FCEQN-6119,170,S,2.0,P,09/03/2013,2012.0
1076,FCEQN,FCEQN-6120,143,S,1.0,P,03/11/2006,2010.0
1077,FCEQN,FCEQN-6122,111,S,1.0,P,12/10/2007,2008.0
1078,FCEQN,FCEQN-6121,104,S,0,A,03/17/2015,2000.0
1079,FCEQN,FCEQN-6123,104,S,0.0,P,05/14/2005,2014.0
1080,FCEQN,FCEQN-6125,101,N,1.0,A,12/02/2007,2004.0
1081,FCEQN,FCEQN-6126,314,S,1.0,P,02/06/2013,2012.0
1082,FCEQN,FCEQN-6127,108,N,1.0,P,12/01/2007,2006.0
1083,FCEQN,FCEQN-6129,314,N,0.0,P,12/04/2006,2004.0
1084,FCEQN,FCEQN-6128,600,N,2.0,A,02/27/2013,2009.0
1085,FCEQN,FCEQN-6130,170,N,0.0,P,12/29/2014,2003.0
1086,FCEQN,FCEQN-6132,,S,1.0,P,04/23/2012,2009.0
1087,FCEQN,FCEQN-6133,601,N,2.0,P,02/08/2012,2011.0
1088,FCEQN,FCEQN-6134,103,S,0.0,A,05/07/2013,2006.0
1089,FCEQN,FCEQN-6135,SAC,N,2.0,A,05/03/2004,2011.0
1090,FCEQN,FCEQN-6136,106,N,2.0,P,08/16/2006,2010.0
1091,FCEQN,FCEQN-6137,600,N,1.0,P,03/05/2011,2012.0
1092,FCEQN,FCEQN-6139,105,N,0.0,A,03/01/2011,2003.0
1093,FCEQN,FCEQN-6138,170,S,1.0,A,11/26/2012,2006.0
1094,FCEQN,FCEQN-6140,314,S,0.0,A,03/26/2013,
1095,FCEQN,FCEQN-6141,102,N,1.0,A,03/20/2013,2000.0
1096,FCEQN,FCEQN-6142,170,N,0.0,P,12/27/2014,2011.0
1097,FCEQN,FCEQN-6143,314,N,1,P,12/04/2006,2007.0
1098,FCEQN,FCEQN-6144,170,S,0.0,A,02/25/2012,2006.0
1099,FCEQN,FCEQN-6146,108,N,1.0,P,03/23/2013,2014.0
1100,FCEQN,FCEQN-6145,143,S,2.0,A,05/14/2011,2005.0
1101,FCEQN,FCEQN-6147,SAC,N,1.0,P,12/04/2010,2004.0
1102,FCEQN,FCEQN-6148,,S,0,A,12/02/2007,2014.0
1103,FCEQN,FCEQN-6149,104,S,1.0,A,12/12/2007,2010.0
1104,FCEQN,FCEQN-6150,102,N,1.0,A,03/15/2014,2008.0
1105,FCEQN,FCEQN-6151,102,S,1.0,P,06/08/2015,2003.0
1106,FCEQN,FCEQN-6153,105,S,0.0,P,03/28/2011,2004.0
1107,FCEQN,FCEQN-6154,106,N,2,P,02/01/2015,2003.0
1108,FCEQN,FCEQN-6157,600,S,2.0,P,04/09/2012,2009.0
1109,FCEQN,FCEQN-6158,111,N,1.0,A,12/11/2010,2003.0
1110,FCEQN,FCEQN-6160,601,N,0.0,P,04/02/1994,2009.0
1111,FCEQN,FCEQN-6162,104,S,2.0,A,08/23/2011,2004.0
1112,FCEQN,FCEQN-6163,108,S,1.0,A,03/01/2015,2007.0
1113,FCEQN,FCEQN-6165,,N,2.0,P,12/12/2011,2000.0
1114,FCEQN,FCEQN-6166,172,S,1.0,A,12/11/2010,2011.0
1115,FCEQN,FCEQN-6167,111,N,1.0,A,12/15/2013,2007.0
1116,FCEQN,FCEQN-6168,601,S,1.0,P,03/25/2013,2000.0
1117,FCEQN,FCEQN-6169,172,S,1.0,A,05/03/2014,2004.0
1118,FCEQN,FCEQN-6170,101,N,1.0,A,11/25/2013,2014.0
1119,FCEQN,FCEQN-6171,105,S,2.0,P,12/06/2011,2005.0
1120,FCEQN,FCEQN-6172,108,N,2,P,12/06/2010,2003.0
1121,FCEQN,FCEQN-6174,111,N,1,P,12/22/2007,
1122,FCEQN,FCEQN-6177,105,N,1,P,04/23/2012,2009.0
1123,FCEQN,FCEQN-6180,601,N,0.0,P,02/19/2003,2009.0
1124,FCEQN,FCEQN-6181,SAC,N,0.0,P,04/17/2013,2008.0
1125,FCEQN,FCEQN-6183,147,N,2,P,12/15/2010,2012.0
1126,FCEQN,FCEQN-6184,143,S,1.0,P,05/02/2004,2005.0
1127,FCEQN,FCEQN-6185,170,N,0.0,A,11/29/2010,2000.0
1128,FCEQN,FCEQN-6186,143,N,1.0,P,07/03/2013,2000.0
1129,FCEQN,FCEQN-6187,172,S,0.0,A,03/10/2013,2009.0
1130,FCEQN,FCEQN-6188,101,N,0.0,P,12/11/2011,
1131,FCEQN,FCEQN-6189,SAC,S,1.0,P,11/28/2012,2004.0
1132,FCEQN,FCEQN-6190,103,N,1.0,A,04/03/2012,2008.0
1133,FCEQN,FCEQN-6192,170,N,2.0,P,03/11/2014,2004.0
1134,FCEQN,FCEQN-6191,104,S,1.0,A,12/06/2010,2005.0
1135,FCEQN,FCEQN-6193,102,S,1.0,A,04/23/2012,2004.0
1136,FCEQN,FCEQN-6194,103,S,1.0,P,02/16/2010,2004.0
1137,FCEQN,FCEQN-6195,106,N,1,P,12/18/2005,
1138,FCEQN,FCEQN-6197,104,N,1.0,P,11/30/2011,
1139,FCEQN,FCEQN-6198,601,N,0.0,P,12/16/2014,2007.0
1140,FCEQN,FCEQN-6200,172,N,1.0,P,12/19/2010,2011.0
1141,FCEQN,FCEQN-6201,314,S,0.0,A,03/14/2012,2012.0
1142,FCEQN,FCEQN-6202,143,S,1,P,04/14/2012,
1143,FCEQN,FCEQN-6203,106,N,1.0,P,12/23/1997,2011.0
1144,FCEQN,FCEQN-6205,314,S,2,P,03/26/2013,2011.0
1145,FCEQN,FCEQN-6206,101,S,1.0,A,12/06/2005,
1146,FCEQN,FCEQN-6208,172,S,1.0,P,04/22/2014,2003.0
1147,FCEQN,FCEQN-6209,108,N,2.0,A,04/26/2011,2005.0
1148,FCEQN,FCEQN-6210,172,N,1.0,P,11/25/2012,2014.0
1149,FCEQN,FCEQN-6211,102,S,1.0,A,12/02/2012,
1150,FCEQN,FCEQN-6212,600,S,2,P,02/16/2015,2012.0
1151,FCEQN,FCEQN-6214,170,S,1,P,04/21/2014,2014.0
1152,FCEQN,FCEQN-6215,SAC,S,2.0,A,12/05/2010,2000.0
1153,FCEQN,FCEQN-6216,105,S,1.0,A,02/25/2015,2008.0
1154,FCEQN,FCEQN-6217,,S,2.0,P,04/06/2009,2005.0
1155,FCEQN,FCEQN-6218,601,N,1.0,P,03/30/2015,2005.0
1156,FCEQN,FCEQN-6219,143,S,1.0,A,12/01/2007,2011.0
1157,FCEQN,FCEQN-6223,102,S,1.0,P,12/16/1996,2006.0
1158,FCEQN,FCEQN-6226,314,N,1.0,A,12/09/2013,2011.0
1159,FCEQN,FCEQN-6228,143,N,1,P,02/22/2012,
1160,FCEQN,FCEQN-6229,111,S,0.0,P,11/30/2010,2014.0
1161,FCEQN,FCEQN-6231,600,S,1.0,P,03/09/2015,2009.0
1162,FCEQN,FCEQN-6233,601,N,1,P,08/31/2013,2007.0
1163,FCEQN,FCEQN-6236,SAC,N,0.0,A,02/12/2014,2014.0
1164,FCEQN,FCEQN-6238,170,S,0.0,A,04/22/2012,2006.0
1165,FCEQN,FCEQN-6239,103,S,1.0,P,03/26/2014,2003.0
1166,FCEQN,FCEQN-6240,172,S,1.0,P,10/29/2014,2008.0
1167,FCEQN,FCEQN-6241,102,N,1.0,P,12/22/2007,2007.0
1168,FCEQN,FCEQN-6242,,N,1.0,P,02/23/2015,2009.0
1169,FCEQN,FCEQN-6243,143,N,1.0,A,02/21/2011,2008.0
1170,FCEQN,FCEQN-6244,101,S,1.0,A,02/25/2012,
1171,FCEQN,FCEQN-6246,104,N,1.0,P,04/26/2011,2005.0
1172,FCEQN,FCEQN-6249,147,N,1.0,P,,
1173,FCEQN,FCEQN-6251,601,S,1.0,A,03/21/2015,2009.0
1174,FCEQN,FCEQN-6253,104,S,1.0,A,03/05/2012,2009.0
1175,FCEQN,FCEQN-6254,314,S,1.0,A,03/04/2014,2007.0
1176,FCEQN,FCEQN-6255,170,N,2.0,A,11/04/2013,2003.0
1177,FCEQN,FCEQN-6256,105,S,2.0,A,11/30/2011,2007.0
1178,FCEQN,FCEQN-6257,104,N,2,P,02/08/2011,2000.0
1179,FCEQN,FCEQN-6258,601,N,1.0,P,02/19/2014,2000.0
1180,FCEQN,FCEQN-6259,172,S,0.0,A,11/25/2012,2010.0
1181,FCEQN,FCEQN-6261,105,S,2.0,P,05/17/2010,2008.0
1182,FCEQN,FCEQN-6262,106,N,2.0,P,04/03/2012,2011.0
1183,FCEQN,FCEQN-6263,172,S,2.0,P,04/17/2012,2006.0
1184,FCEQN,FCEQN-6264,114,S,0.0,P,02/03/2015,2003.0
1185,FCEQN,FCEQN-6265,601,S,1.0,P,03/13/2011,2012.0
1186,FCEQN,FCEQN-6266,114,N,2.0,A,03/23/2015,2005.0
1187,FCEQN,FCEQN-6267,172,S,2.0,P,02/27/2011,2011.0
1188,FCEQN,FCEQN-6268,601,N,1,P,06/06/2015,2007.0
1189,FCEQN,FCEQN-6269,170,S,2.0,P,04/23/2012,2003.0
1190,FCEQN,FCEQN-6272,SAC,S,1.0,A,04/26/2011,2000.0
1191,FCEQN,FCEQN-6273,103,N,2.0,A,02/18/2014,2009.0
1192,FCEQN,FCEQN-6274,103,S,1.0,A,02/13/2012,2004.0
1193,FCEQN,FCEQN-6275,601,N,1,P,12/16/1996,2007.0
1194,FCEQN,FCEQN-6277,147,S,1.0,P,03/29/2011,2005.0
1195,FCEQN,FCEQN-6278,600,S,1.0,P,02/28/2011,
1196,FCEQN,FCEQN-6279,103,S,0.0,P,12/11/2010,2014.0
1197,FCEQN,FCEQN-6281,600,S,1.0,A,03/11/2014,
1198,FCEQN,FCEQN-6282,143,N,0.0,A,04/14/2013,2000.0
1199,FCEQN,FCEQN-6283,SAC,S,2.0,P,06/06/2015,2008.0
1200,FCEQN,FCEQN-6284,143,S,1.0,A,04/26/2011,2004.0
1201,FCEQN,FCEQN-6287,104,S,1.0,A,12/09/2012,2005.0
1202,FCEQN,FCEQN-6289,105,S,1,P,11/27/2011,2010.0
1203,FCEQN,FCEQN-6290,111,N,1.0,A,03/11/2012,
1204,FCEQN,FCEQN-6292,111,N,0,A,11/28/2010,2011.0
1205,FCEQN,FCEQN-6293,,S,1.0,P,04/20/2011,2005.0
1206,FCEQN,FCEQN-6294,105,S,1.0,P,12/11/2013,2006.0
1207,FCEQN,FCEQN-6296,108,N,0.0,P,02/24/2015,2011.0
1208,FCEQN,FCEQN-6297,103,N,0,A,04/19/2010,2000.0
1209,FCEQN,FCEQN-6298,105,N,1.0,A,12/14/2014,
1210,FCEQN,FCEQN-6299,111,N,2.0,P,03/02/2014,2011.0
1211,FCEQN,FCEQN-6300,104,N,1,P,12/17/2014,2000.0
1212,FCEQN,FCEQN-6301,101,S,1.0,P,03/30/2013,2010.0
1213,FCEQN,FCEQN-6302,111,N,1,P,02/18/2015,2007.0
1214,FCEQN,FCEQN-6303,111,S,1.0,A,12/11/2010,2010.0
1215,FCEQN,FCEQN-6304,SAC,N,1,P,12/17/2013,2007.0
1216,FCEQN,FCEQN-6306,106,S,0.0,A,12/22/2012,2000.0
1217,FCEQN,FCEQN-6307,101,S,0.0,A,04/23/2012,2004.0
1218,FCEQN,FCEQN-6308,172,N,1.0,A,02/10/1998,2000.0
1219,FCEQN,FCEQN-6309,114,S,1.0,A,12/04/2010,2003.0
1220,FCEQN,FCEQN-5825,106,S,0.0,P,03/13/2012,2008.0
1221,FCEQN,FCEQN-6310,601,N,2.0,A,11/30/2011,2000.0
1222,FCEQN,FCEQN-6311,601,N,0.0,P,02/01/2014,2010.0
1223,FCEQN,FCEQN-6314,SAC,S,0,A,12/01/2014,2006.0
1224,FCEQN,FCEQN-6315,172,S,1,P,12/09/2014,
1225,FCEQN,FCEQN-6316,601,S,0.0,P,03/16/2015,2000.0
1226,FCEQN,FCEQN-6318,,N,0.0,P,03/05/2014,2004.0
1227,FCEQN,FCEQN-6321,,N,1.0,A,02/27/2012,2003.0
1228,FCEQN,FCEQN-6323,104,S,2,P,03/25/2013,2000.0
1229,FCEQN,FCEQN-6324,105,S,0.0,A,12/15/2010,2009.0
1230,FCEQN,FCEQN-6325,172,S,1.0,P,03/08/2014,2006.0
1231,FCEQN,FCEQN-6328,SAC,N,1.0,P,02/11/2012,2012.0
1232,FCEQN,FCEQN-6330,SAC,S,1.0,A,03/28/2015,2007.0
1233,FCEQN,FCEQN-6331,170,N,0.0,A,03/11/2012,2011.0
1234,FCEQN,FCEQN-6332,147,N,0.0,A,02/16/2010,2012.0
1235,FCEQN,FCEQN-6334,,S,0,A,02/05/2014,2009.0
1236,FCEQN,FCEQN-6335,104,S,0.0,A,05/02/2004,2007.0
1237,FCEQN,FCEQN-6336,170,N,1,P,02/10/2013,2010.0
1238,FCEQN,FCEQN-6337,172,S,1.0,A,03/05/2012,2003.0
1239,FCEQN,FCEQN-6341,143,S,1.0,A,04/05/2010,2005.0
1240,FCEQN,FCEQN-6342,172,S,0,A,12/12/2007,2000.0
1241,FCEQN,FCEQN-6344,314,N,1.0,P,03/10/2012,2009.0
1242,FCEQN,FCEQN-6345,143,N,1.0,P,03/30/2015,2009.0
1243,FCEQN,FCEQN-6346,106,S,1,P,03/05/2011,2014.0
1244,FCEQN,FCEQN-6347,601,S,1.0,A,03/04/2007,2005.0
1245,FCEQN,FCEQN-6349,600,N,1,P,12/16/2014,2014.0
1246,FCEQN,FCEQN-6351,102,S,1.0,P,02/27/2013,2000.0
1247,FCEQN,FCEQN-6352,114,N,1,P,04/01/2013,2004.0
1248,FCEQN,FCEQN-6353,104,N,1,P,02/04/2013,
1249,FCEQN,FCEQN-6354,105,S,1.0,A,03/01/2011,2011.0
1250,FCEQN,FCEQN-6355,143,S,1,P,12/17/2011,2003.0
1251,FCEQN,FCEQN-6357,114,S,0,A,11/26/2012,2008.0
1252,FCEQN,FCEQN-6358,103,N,2,P,12/07/2014,2011.0
1253,FCEQN,FCEQN-6359,111,S,1.0,P,12/11/2010,2005.0
1254,FCEQN,FCEQN-6360,SAC,N,1,P,12/29/2014,2009.0
1255,FCEQN,FCEQN-6361,106,S,0.0,A,05/04/2015,2004.0
1256,FCEQN,FCEQN-6362,600,S,1.0,A,12/14/2010,2004.0
1257,FCEQN,FCEQN-6363,111,S,1,P,03/12/2013,2014.0
1258,FCEQN,FCEQN-6365,101,S,0.0,P,12/06/2014,2012.0
1259,FCEQN,FCEQN-6367,104,N,1,P,03/04/2012,
1260,FCEQN,FCEQN-6368,600,N,2,P,02/13/2012,2011.0
1261,FCEQN,FCEQN-6369,600,S,1.0,P,12/10/2007,2007.0
1262,FCEQN,FCEQN-6371,600,S,1.0,P,12/09/2013,2014.0
1263,FCEQN,FCEQN-6374,114,N,2.0,P,12/03/2013,2003.0
1264,FCEQN,FCEQN-6375,101,S,1.0,A,03/15/2011,2010.0
1265,FCEQN,FCEQN-6378,103,N,1.0,P,04/13/2015,2010.0
1266,FCEQN,FCEQN-6379,314,S,0,A,05/14/2005,2010.0
1267,FCEQN,FCEQN-6380,170,N,0.0,P,03/15/2009,2012.0
1268,FCEQN,FCEQN-6381,170,N,1.0,A,11/24/2013,2008.0
1269,FCEQN,FCEQN-6382,105,N,2.0,A,04/27/2011,2005.0
1270,FCEQN,FCEQN-6383,170,S,1.0,P,02/05/2013,2004.0
1271,FCEQN,FCEQN-6384,104,S,0.0,A,03/05/2012,2008.0
1272,FCEQN,FCEQN-6385,114,N,1.0,P,03/27/2011,2010.0
1273,FCEQN,FCEQN-6386,108,N,0.0,A,04/13/2013,
1274,FCEQN,FCEQN-6387,102,S,2.0,A,03/11/2012,2005.0
1275,FCEQN,FCEQN-6388,147,N,0.0,P,07/28/2001,2010.0
1276,FCEQN,FCEQN-6389,170,N,1.0,A,02/27/2011,2012.0
1277,FCEQN,FCEQN-6390,170,S,2.0,A,04/20/2014,2008.0
1278,FCEQN,FCEQN-6391,314,S,2.0,A,03/22/2014,2008.0
1279,FCEQN,FCEQN-6392,143,N,2.0,P,04/14/2009,
1280,FCEQN,FCEQN-6395,,S,1.0,A,12/17/2014,2011.0
1281,FCEQN,FCEQN-6396,108,N,2.0,A,04/12/2014,2003.0
1282,FCEQN,FCEQN-6398,103,S,2.0,P,02/20/2007,2004.0
1283,FCEQN,FCEQN-6399,,S,1.0,P,04/07/2013,2007.0
1284,FCEQN,FCEQN-6400,104,N,2.0,A,12/30/2012,2006.0
1285,FCEQN,FCEQN-6401,104,S,1.0,A,03/29/2014,2004.0
1286,FCEQN,FCEQN-6402,601,S,2.0,A,04/12/2011,2010.0
1287,FCEQN,FCEQN-6404,101,S,1,P,04/25/2015,2006.0
1288,FCEQN,FCEQN-6405,,S,2.0,A,09/05/2011,2011.0
1289,FCEQN,FCEQN-6406,314,S,1.0,A,04/14/2013,2010.0
